Группа и строка из 646 приказа;Тип продукции;ID типа продукции;Продукция;ТН ВЭД Продукции;Guid продукции;Вид продукции;ТН ВЭД Вида продукции;Guid вида продукции
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;пусс пье живой;307;606c23d6-d2bf-f80a-33f4-cefaa74484a9
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;фарш кальмара мороженый;307;76098933-0f5c-ff27-dd28-47a191f2cb10
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;еж морской серый живой;307;9c207fa6-046f-2354-cbe7-a5fe7a5a5da2
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;устрицы в створках живые;307;11777492-458a-77c0-edde-da4e6df7d102
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;морские ушки (галиотисы) живые;307;7b333021-c8ed-8be8-1847-cb57af375eda
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кальмар целый, нарезанный;307;0c525236-c310-5ff7-99f8-b0ce2de085c1
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;гребешок охлажденный;307;c08c706a-e8cc-85a0-a6ee-756ce5807b10
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;морские черенки (куто) живые;307;ad96b5c8-e0d6-1fe7-067c-1a0ca67bf215
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;"моллюск ""Люпини""";307;3a225749-3dcb-3546-c41c-db121da2768c
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;каракатица неочищенная охлажденная;307;696c8da8-3ae8-2832-f26a-8bb19bf238ef
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;"ракушки ""Морской черенок""";307;3ddf4f6c-1e42-369d-f65a-0c53d1b51214
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;патель живой;307;3e45574a-08b5-40a8-b014-36221faa9527
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кукумария разделанная мороженая;307;f256b313-45e0-abab-9a21-f4959faf12cd
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кукумария разделанная мороженая;308;f256b313-45e0-abab-9a21-f4959faf12cd
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;гребешок морской мороженый без раковины;307;36f9570c-4fa0-096b-a4d3-a68669e25847
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;мидии в раковине живые;307;ce30e87d-32e7-5a9f-c967-1a19cdae5b8d
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;гребешок Святого Якова с/м;307;88e5fedd-c9be-1a00-54aa-1629b6826f19
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кальмар неразделанный мороженый;307;0fa6d488-50db-76ff-d398-10c29031314a
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;ракушки було живые;307;1797fa68-5bd3-022f-b79e-06dcf7117e3e
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;филе каракатицы мороженой;307;7e860719-cbc2-18a5-1ad6-8d92dde97059
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;еж черный морской живой;307;0ff71460-dff6-904c-c21a-cb4ed4995e8e
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;моллюск хоккигай с/м;307;b153733a-3f73-41ef-7817-ecc0b4c383f1
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;петушок (палурд) охлажденный;307;440e6a88-f781-ece7-36b5-0cfc448afbc7
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;филе кальмара гигантского мороженое;307;10f12094-fc35-6332-782c-f98f6fc4afe5
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;морские гребешки охлажденные;307;a7aee293-e43c-c678-a018-23dbf3170a29
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;ракушки дикие охлажденные;307;c68347f1-44f7-bc04-cb49-141ea5acae7d
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;венус живая;307;e459cd7a-fb10-98eb-e8df-f0f68d2ad35e
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;смесь морепродуктов штучной заморозки;307;08885af4-9354-7b99-f1c6-6ade7c429358
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;ракушки вонголе;307;3f7dff23-53a5-3b40-a253-81977688bafa
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кольца кальмара;307;83f2c3a3-dfef-8044-2293-9ba2ac40d365
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;креветка вареная целиком с/м;307;3364f411-a1cf-1b73-48f3-bf9553810def
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;прэр (венерка) охлажденный;307;445e148e-960b-ecc3-65bf-1d2274c06071
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;морской коктейль (кальмар, мидии, осьминог, моллюски, креветки очищенные);307;516e20ef-f4df-08ce-ac2f-285802c6d18a
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кальмар тушка с/м;307;4f9d80d5-fd64-2583-510e-b1ec0b5c7cd9
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;обрезь гигантского кальмара с/м;307;1d75bedd-ef66-07b0-8d7a-9c4ca5c0515c
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;моллюск анадара живой;307;f0cfb47a-2218-d9ad-4120-7fe26ccfc841
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;морепродкция свежая;307;fdc37a26-0fdd-92a7-a13c-d343305deff6
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кальмар (тушка);307;055326cb-3fe7-33b5-e962-65c0d4579b09
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кальмар дальневосточный мороженый;307;1f242925-cb7c-89b1-7158-b21afcc87a66
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;улитки морские (було) живые;307;c47ba6d8-abf2-42e0-7de2-2e003da9a159
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;мини кальмар мороженый;307;e9ddb866-bf4e-f8ec-a603-0be1afd1046c
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;филе и кольца кальмара;307;4a98d7cb-dd18-1c2a-6597-d18b20fe999d
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;устрицы тихоокеанские;307;dc7bdfd1-b258-222b-1810-0f5a94257e83
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;"ракушки ""Фасолари"" охлажденные";307;144541b6-bab4-b281-2eab-b2f39bd0ed40
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;моллюск спизула охлажденный в раковине;307;7e8caf4e-e6fd-a3a4-392d-d98300c86e33
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;фарш кальмаровый сурими мороженый;307;3e227592-a565-8cd6-38c5-3c9280f98bdd
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кальмар (Illex) с/м;307;00f5c237-9e4a-1490-b472-b65fd19bd3a6
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;улитки трубач (Бюло);307;eeb30eaa-dd2c-1fd6-163c-cf6098a8750c
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;Обрезь хека в панировке;307;b6a7cf8f-3cd2-b72a-490a-c54c171d8f03
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;филе кальмара гигантского;307;83c4c0a7-0f28-9fb7-d9cb-164f32c25014
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;ракушки живые;307;785bf8ef-178e-aa2c-4689-1b8c12c4a251
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;моллюск Вонголе с/м;307;02f289b4-2a7e-c7dd-79aa-21e57270f6a0
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;устрицы живые;307;613669dc-70c6-fa38-2078-7fce69854532
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кальмар (филе, мясо, трубки, обрезь, куски, кусочки) мороженый;307;624ac832-b0d2-fc1a-fadc-881993a2d8bc
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;гребешок морской;307;ab79f081-4366-1bc4-8dd9-5db45c40d8e6
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кальмар иллекс (трубки) мороженый;307;691e7443-fc2e-2a95-12f0-9c461d84c7a2
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;гребешок морской с/м;307;89ec2590-b514-c662-6755-9d8315d5dbcc
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;щупальца кальмара вяленые;307;9d299d90-3d75-46ea-c8f1-0524def2f70c
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;мидии сыро-мороженые;307;7d293982-bc03-1183-df45-4a99f6a7594c
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;порции из фарша кальмара с добавлением мяса корюшки;307;60786d83-bfaf-4f8a-92cb-ca3ca00b6ae6
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;мидии черные охлажденные;307;50e89a41-5830-c2aa-8243-0b29deb23a4e
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кальмар сыромороженые кольца полоски;307;90c81701-e912-fd5c-5b47-1f2126940be9
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;устрицы тихоокеанские охлажденные;307;e5dcdfe3-c735-57f6-54f4-d1cc1619f6aa
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;"моллюск ""Арселле"" мороженый";307;a746cc37-c1fa-d037-0141-55b16b41f8d6
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кламс дикий охлажденный;307;22bf58ae-63af-dd84-f609-43a85af6db60
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кальмар тушка неочищенная мороженая;307;0abd642c-a722-c01a-d53e-8fc9c9770f35
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кальмар иллекс;307;89bd3e1d-238c-38af-90f3-d11a6d6d927a
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кальмар дикий охлажденный;307;fd25bcac-6dd0-0d20-c1dd-ec2bb43ee060
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;мясо морского гребешка мороженое;307;0f60d35c-e508-11ed-d6bd-54a46225923d
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;петушок дикий охлажденный;307;399471c7-306b-fcfb-a4c4-a683227abf1a
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кукумария н/р мороженая;307;ca4603a7-c296-3767-e563-0c622bfa6f30
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кукумария н/р мороженая;308;ca4603a7-c296-3767-e563-0c622bfa6f30
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;двустворчатый моллюск мороженый;307;1dc02455-af75-1ee5-ccb1-3ea4a04dcb66
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;полоски кальмара капченные;307;db5bc66d-540b-769d-862d-14db43ffefa9
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;морской финик живой;307;238b3ae2-2a35-6cc4-ff9e-2e3e20427826
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;имитация крабового мяса с/м;307;8009a6d2-706a-9632-2e42-29b37745a9d7
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;верни охлажденные;307;246b55af-ff5d-5b80-6a70-6bbd41fb39db
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;сердцевидка охлажденная;307;5b349223-3ce0-25e2-d7b0-91dcf4adfc8b
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кальмар прочий;307;7c3882f1-cbc9-7c1a-0758-5513a5b00433
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;устрицы тасманские живые;307;32e89c99-af17-1716-15bb-d893318e6d4c
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;мидии в половинках ракушек;307;365177f4-e306-d9c8-c525-1e57003101b1
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;мясо мидии;307;97df1b16-a8bc-704f-c135-da39209b500e
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;шашлыки из морепродуктов (креветки, каракатицы);307;391d8e44-e230-8e97-8abf-75089353c58c
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;смесь морепродуктов с/м;307;ae9b18ae-e3ee-8460-bdcd-95c6f593ad4a
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;мидии живые;307;6a7794f5-f87c-ae87-f842-8345fb2a93f2
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кальмар (тушки, трубки, кольца) мороженый;307;4487fee5-3aa3-9e42-5904-c81f0f9027b1
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кальмар шинкованный крупной нарезки;307;8ed63f9c-f405-7ca4-7769-1c32e2a5ea5d
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кальмар тушка очищенная с/м;307;67be942e-e127-84fc-1156-d12070a4b50c
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;"моллюск ""Арселле"" охлажденный";307;947cd899-dfcf-6c49-d3d8-a01343667701
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;каракатица малая;307;430405f9-5969-a279-72e1-c9f30c5869d3
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;верни живые;307;b7a6b944-dbfd-3125-ddb4-78a7c4994e9d
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;гребешок с/м;307;a4c15c50-07bb-dc44-5b47-c2503aa07be8
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;морская картошка;307;2cf6eea5-c0ad-bd51-dbe0-e428d6c055c8
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;ракушки Венус охлажденные;307;3802b947-62ff-9e71-bd62-326c8edf99ee
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;каракатица очищенная мороженая;307;88055e1a-d011-cc42-b090-e43d6b554bfb
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;ракушки було охлажденные;307;8dcd9660-3e41-6b5a-0bed-d3e8ec3fe3bb
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;стружка тунца;307;f211caf8-d412-5a98-3290-870c569ef85e
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;филе гигантского кальмара;307;94f1a839-57f9-6082-032f-3430d8021da3
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;даурма-филе кальмара отварное;307;c164e374-4304-a4f2-8520-3ae48d1188e3
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кальмар (Loligo) с/м;307;b3acbbc1-e579-07a2-5ebf-f886c3e8742c
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;кальмар гигантский мороженый (крылья);307;1c76b5d2-8491-4777-d267-332f58ee667d
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;каракатица целая мороженая;307;c7f7d2a0-d093-5afb-d745-4f5c527f8b45
Группа 3, Строка 1;Рыба и морепродукты;7;моллюски, в раковине или без раковины, живые, свежие, охлажденные, мороженые;307;f7faac6f-bf8b-d6c3-09ee-f4d4ebdf9913;солнечник;307;52786a92-e9eb-a2bb-d6ee-a3f02d66d524
