Группа и строка из 646 приказа;Тип продукции;ID типа продукции;Продукция;ТН ВЭД Продукции;Guid продукции;Вид продукции;ТН ВЭД Вида продукции;Guid вида продукции
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе Императора (берикса);304;56b567bb-9377-bef1-c4da-b945a3d9c79c
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе талисмана мороженое;304;f4d03f11-98d9-2fe2-3d62-0715f15920c3
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе северной путассу с/м;304;85a10733-4374-2bee-8be5-baa207f49bf4
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе палтуса стрелозубого мороженое;304;eb940286-6d48-ff79-e953-c11e69db26ea
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе коралловой форели;304;eb6a9fcb-9b62-cfb6-67e9-58f32ff6caf1
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе гренадера охлажденное;304;b6d50bf3-abc9-9561-e69b-4cc72459345a
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе снэппера с/м;304;b8834c43-c84c-1202-fbb3-9e5367456bc5
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе махи-махи мороженое;304;649bc403-a8c1-fa54-3a6b-8dd0bdc9af62
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе грендландского палтуса охлажденное;304;53bb1c23-0510-3416-ae82-477766b7eb7e
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;обрезь хека прессованная мороженая;304;7ba4edb1-6dc3-663a-3a40-0f3fb81978fa
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе японской сериоллы (желтохвоста) мороженое;304;46d11374-04cd-519f-9b74-bbeaaf83f99e
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;фарш лосося мороженый;304;d652bf40-7cca-3ea0-d3cb-fe6133475cc9
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;стейк махи-махи с/м;304;018ae4af-783b-d934-8118-38fedd2db64f
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе золотой дорады;304;0ef85429-20c9-ad8b-4aea-ada4a324a57c
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе морской камбалы плейс охлажденное;304;ca2f436c-34c1-f43d-4bf9-2452ddc70ce4
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе канального сомика мороженое;304;8d095719-209b-5067-2b12-9b0f5d6039b7
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;сёмга филе-кусок охлаждённая;304;79b30e23-0c16-129a-f6d7-ddc7712242ba
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе морского окуня охлажденное;304;7bdfac1c-be33-1b18-12af-303ea24cf2ee
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;стэйк тунца мороженый;304;3d8f752e-3a29-c08a-8c82-4210158944cf
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;стейк тунца мороженый;304;3d8f752e-3a29-c08a-8c82-4210158944cf
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе зубана мороженое;304;ecbb92b6-06c1-5572-a04e-8c2795d80eed
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе красного тунца охлажденное;304;324e3bef-7033-28d5-a447-8c20b88885a1
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе помфрета мороженое;304;a652e770-06b5-fe5f-ccc7-09279d3876dc
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе латеса охлажденное;304;f6da4b56-cb67-3e1b-0f4d-6b0c8aad1c9a
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе виванор охлажденное;304;d5459ebc-95af-952a-a15e-06b614ca18f6
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе желтого тунца мороженое;304;0e0d8778-2854-1a8d-7247-9fc58c79f81a
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;срезки мяса пикши;304;7df7507e-d449-56aa-c6f1-a42ab98b1152
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе помпано мороженое;304;48cca5d3-8e61-7ac8-b9a8-f5d7c1788c8b
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе мерлузы (хека) с/м;304;dda997f4-4ca0-fc3d-cc4f-0460436e824e
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;фарш форели мороженый;304;769ff520-8ca4-585c-041b-e806392fbb24
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе солнечной рыбы;304;ed86f5aa-3da6-d970-acb8-5db79516bb05
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе альфонсио охлажденное;304;70a61fc3-4a7a-1239-1c3a-8c224f361c51
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе южного голубого тунца мороженное;304;f6367bc1-38b5-099d-fc62-1d5b99201a6a
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;палтус филе без кожи без костей мороженый;304;a5662104-d5ed-245f-9c78-c24d7f2507aa
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе сайды охлажденное;304;529110bd-bfd9-da5a-5647-00109d204985
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе канального сомика;304;6b21fc27-2255-dc68-6d4a-f306b2192c0e
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;сёмга филе-кусок мороженая;304;1a1c8f1d-f521-b5c3-59fc-291746dcd659
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе удильщика охлажденное;304;564897c9-700e-830a-ccd3-de34b527cb8f
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;щеки трески мороженые;304;1aa4b23b-086f-673b-557c-ef22e26598b4
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе гатерина охлажденное;304;c1530b4e-d6bd-4b09-8b1d-6a58ba867713
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе кроакера с/м;304;a56ee1a1-5b79-a09e-0182-8531db328bf3
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;стей масляной рыбы мороженый;304;0d2ed522-fcd8-9eed-76d6-023996c696bb
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;стейк масляной рыбы мороженый;304;0d2ed522-fcd8-9eed-76d6-023996c696bb
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;фарш горбуши мороженый;403;5ea25bc8-c5dd-498c-88d5-779a781b7bff
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;фарш горбуши мороженый;304;5ea25bc8-c5dd-498c-88d5-779a781b7bff
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе речной форели;304;732d0641-4ede-621b-56cb-fed371e5ff49
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе сибаса мороженое;304;8c37bedd-d7ae-b789-4d28-8de4f7d1edf4
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе форели радужной мороженное;304;50a62444-e908-1130-0391-8758e71b4c37
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;мясо лосося мороженое;304;b1d2794b-e9d0-d510-77fa-75dc7218f5ca
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе сазана мороженое;304;0d4e7aad-52f1-6dd7-fbd0-8a61d18dcd6c
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;кубики минтая мороженые;304;08b86cd3-4b6f-c0f2-daa7-91a1af96e1cd
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе окуня в кляре мороженое;304;6c1e3fdb-f791-a537-19b9-0ecc655d55bc
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе жереха с/м;304;e942bbc0-b8a4-18f0-dbd9-8e1a6298649b
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежие, охлажденные или мороженые;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе рыбное мороженое;304;3025a57c-36dc-7ee5-c8ec-f809d32a669b
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе пало мороженое;304;ec0794f7-616d-7a8c-f88c-2fb927e79389
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе рыбы-хирург охлажденное;304;15443e29-af7b-99d0-4ef7-e9a1f6bf7cd8
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;мясо окуня блочное с/м;304;fd9ae6cc-d181-ecba-4905-ab8966ddc9ab
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;тунец кусочки-сашими с/м;304;9d4b654b-d644-a05f-642a-793846b2960f
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе престипомы;304;382eb497-8dc9-4de0-a48e-fd15b00ccb95
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе пристипомы;304;382eb497-8dc9-4de0-a48e-fd15b00ccb95
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе мэгра (серебряного горбыля);304;4beec18d-74bc-7f55-74ce-af06415e6399
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе тунца дикого охлажденное;304;d07250a9-5cf4-f84c-5039-9ffd80f85d86
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;мясо минтая мороженое;304;6265bca9-3ddd-abf3-0de2-a13b4ce0005b
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе красного морского окуня охлажденное;304;d96c2ddd-1d27-6c8b-83fc-415e1d35179d
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе пало с/м;304;854af697-3f4b-0f83-2ad3-e7940a7a8d37
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе сига мороженое;304;af474666-a90c-5081-1b7a-cf7dcdc65ccb
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;краснопёрый пагель филе охлажденное;304;6eecd0d0-c185-6e0d-2ba9-317037c2eb01
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;куски сайды мороженые;304;60eb672b-7c8a-c01b-f7de-d6db13d98861
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе бротолы мороженое;304;f0f459cb-f129-03fe-9c7d-847de19de049
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;стейк форели мороженный;304;d0fef059-9036-6363-849d-73c17b2d9c06
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе крылья ската охлажденное;304;83db6990-7fde-4635-29d1-617e8d0a7c83
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;фарш из судака с/м;304;a1532302-f92a-cb5f-ad5d-f7d1d584f543
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе камбалы дикой охлажденное;304;29a95520-6f7a-b632-9448-7adc6bdc5c31
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;кусочки лосося мороженые;304;bfe385bc-c84c-3090-b376-eeef1ff9d8a6
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;обрезь лосося мороженая;304;2e65753c-d5b3-226e-3fde-c1f66e711ff0
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;стейк рыбы-меч с/м;304;c9c3f0c6-8638-0f5d-44c4-f891f05e4df9
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе мерца охлажденное;304;3a637bb1-137d-8a3a-2051-72157a5784d6
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;продукция из пангасиуса мороженая;304;084c8f63-32c9-dbd1-4af8-5a03f3dbf994
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе макрели мороженое;304;b299564c-e323-5ab1-7b3c-0ef921c260fa
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе рейнета с/м;304;d7d387e3-424a-fd36-d7c7-2b49c0644969
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе угря мороженое;304;5443c1f5-4be7-c9c8-a729-69a56efdcd0c
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе луциана красного мороженое;304;65ac7a40-384f-2c62-8ee2-91c6af595924
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе окуня ред снеппер мороженое;304;fdc26aa4-990c-3c95-069f-b4396a4a168c
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;"скумбрия разделки ""флэпс"" мороженая";304;633436a2-aa52-2df4-12ba-544f1c14a730
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе атлантического лосося охлажденное;304;56a909d0-882d-0a46-0b82-b5a8bfd20821
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе минтая мороженое;304;2374c340-e937-068d-b22f-382f45df8423
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе окуня мороженое;304;a97f8131-75f7-d249-c4d4-226d959141b2
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе камбалы мороженое;304;3ff27042-457c-5b47-250c-49eb91708380
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе желтохвостика мороженое;304;9fd3fdad-2ed6-9a11-eb41-cbde9755c841
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;Желтоперый тунец филе;304;39834336-5b61-85b9-909a-c772847eb9bb
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе салаки мороженое;304;4307b6d4-5d69-f30a-fc43-5dd9f44ad390
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе леди-фиш;304;adbdcb43-027e-0a9a-1bdb-7453111592e9
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе меч-рыбы мороженное;304;68e6b9e5-d547-499d-a9bd-09c394605d55
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе черное трески мороженое;304;b5cba6d4-ef10-7850-bd6a-6ce390999bdd
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе рыбы-император охлажденное;304;f0fcac0e-7f92-e927-2004-527ed5494582
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе желтого тунца;304;546da39d-b3fc-2f8f-c014-d8b5dcf3d33f
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе окуня красного мороженое;304;a30c24a3-4e43-908b-1014-3886c350f809
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе анчоуса охлажденное;304;1ee0e239-7902-2cf3-2f90-e8328f96d0e1
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе форели мороженое;304;b272ade6-1b6a-f70e-3d14-f94d6f15949a
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе рыбы-ангел мороженое;304;993e7518-6f8f-310f-05eb-f51d6298fecf
Группа 3, Строка 2;Рыба и морепродукты;7;филе рыбное и прочее мясо рыбы (включая фарш), свежее, охлажденное или мороженое;304;67e95572-6dc6-732e-c1ae-0f9b25dcb7f5;филе рыбы сабли;304;36938fb4-56cb-23dc-bf89-48d13a387d56
